z,fixedEffect
0.06363412,0.018592915
0.44375551,-0.20749575
0.97444594,0.15233086
0.26838177,-0.003314456
-0.86492538,-0.10013992
-0.12344152,-0.003314456
0.76986295,0.003130289
-0.39306927,-0.018441899
-0.15642741,-0.003314456
-0.011055237,0.037019279
0.23421484,0.012273386
0.59403491,0.059314907
0.67276895,-0.018437875
-0.2377799,-0.014435663
-0.089391701,-0.014435663
-0.3803699,0.006164529
-0.99163538,-0.059390482
-0.64187336,0.12517843
-0.15112136,-0.021641687
-0.015493602,0.013588049
0.44441664,-0.080663927
0.65799737,-0.080663927
-0.013904743,0.053773209
-0.80855662,-0.003314456
-0.2168159,-0.008042838
-0.22225775,-0.003314456
-0.036415234,0.009868231
0.57639641,0.054548424
-0.1336727,0.01241432
-0.39043653,0.10934186
-0.53037643,-0.003314456
-0.55049205,0.12681903
-0.026184285,-0.003314456
0.13812776,0.005188795
-0.12758107,-0.045632463
0.32180998,-0.003314456
-0.37037653,0.047556255
-0.20694003,-0.03335458
0.63275713,-0.003314456
0.04275069,0.012293908
0.53219706,-0.003314456
0.28376922,0.089127108
0.23005904,-0.003314456
0.71996391,0.003889473
-0.28257075,0.09506464
0.45753145,0.007010521
-0.04242605,0.073834926
0.75637472,0.029290454
-0.69865,-0.029374383
-0.54677397,-0.003314456
-0.2131149,-0.35491884
-0.34899107,0.025498334
0.033989824,-0.013758967
0.037419826,-0.003755057
0.2762216,0.086804256
-0.25339571,-0.003314456
0.40200791,-0.028071776
-0.041964389,-0.003314456
0.24574506,-0.13939857
-0.5830847,-0.029036172
1.2818992,-0.003314456
0.29014975,-0.005993945
-0.28001782,-0.003314456
-0.19640003,0.016735576
0.33847085,-0.003314456
0.011465967,-0.003314456
0.12666038,0.085002325
-0.069316924,0.19705789
0.31024408,0.13091451
0.081728332,-0.003660051
0.88228422,0.021578448
-2.9844337,-0.003314456
0.091350466,0.015990162
0.23640411,-0.014042283
0.63824528,0.063774541
0.051811341,-0.009381887
0.88940543,-0.034782916
-0.44348481,-0.003314456
0.98115861,-0.007844713
0.81148547,-0.030014388
0.41693702,-0.003314456
0.24916855,-0.039891858
-0.044501029,-0.003314456
1.0833677,-0.003314456
-0.26323348,0.006826103
-0.32028651,0.003886825
0.18404591,-0.003314456
0.51491773,-0.046520747
0.67012078,-0.004271057
1.0294552,-0.046497636
-0.40802899,-0.003314456
1.355669,0.20682299
-0.47225028,-0.003314456
0.64443082,0.079187766
0.49005142,-0.003314456
0.4074699,-0.003314456
0.35576466,-0.0189841
0.57877904,0.16463719
0.93814504,-0.003314456
-0.2692965,-0.024514014
0.1428427,-0.014086469
-0.03392091,-0.003314456
0.51117873,-0.016498478
-0.48038948,-0.003314456
0.56651187,-0.003314456
-0.088968694,-0.003314456
0.20110001,-0.003314456
0.63230979,0.1559151
0.63230979,0.1559151
0.28901654,0.038295519
0.84165591,-0.003314456
0.52587718,-0.070343494
-0.48625746,-0.0019137
1.0855266,0.03817587
0.61556524,0.036110982
0.042718925,-0.003314456
1.2468212,-0.003314456
0.10563686,0.003390454
-2.9130404,-0.061515205
-0.23926128,0.050851163
0.77698785,0.040612709
0.21106124,-0.20290343
-0.013236077,-0.11830361
0.23102246,-0.017791426
0.75575829,-0.003314456
0.99802333,-0.003314456
-0.28666502,-0.003314456
0.03834486,0.053521052
0.41537946,-0.005924469
0.27894342,0.03350557
0.087113589,0.032828372
-0.062941991,-0.026970834
-0.16031876,-0.003314456
-0.065676048,0.010282346
0.67213881,-0.050288878
0.32485205,-0.003314456
-0.91079926,0.010851674
-0.76217997,0.010851674
0.75402689,-0.003314456
-0.16573787,0.01200903
0.07221844,-0.003314456
0.18499812,0.011309526
-0.67290473,-0.055113781
0.27148166,-0.003314456
0.28356415,-0.003314456
1.0857214,0.09943223
-0.017220337,0.003159927
-0.51791131,0.003159927
-0.19340582,0.037730757
-0.084466502,-0.083259754
-0.086359881,-0.083259754
0.4124136,-0.067953855
-0.48388571,-0.027504511
-0.26259115,-0.084207423
-0.37403518,0.008299205
0.030316709,-0.003314456
-0.49084517,0.031550787
0.11651099,-0.003314456
0.48554909,0.02281248
0.16388498,-0.003314456
0.28508282,-0.012840424
0.38923442,-0.003314456
0.40187755,0.11042284
0.58642906,-0.003314456
-0.024059763,-0.003314456
-0.23585817,-0.034858517
0.38662934,-0.060184166
0.42363384,0.049199574
-0.60569829,0.094608299
0.28787532,-0.000565236
0.72226942,0.007119866
0.46761486,0.009716379
-0.24490198,-0.003314456
0.84384793,-0.003314456
0.46059468,-0.003314456
0.45039341,-0.003314456
-0.065646306,-0.003314456
0.040936701,-0.003314456
0.60381049,0.01802074
0.093875483,-0.052151285
0.54209733,-0.044330858
-0.014084394,-0.003314456
0.14916453,-0.071714245
0.38228989,-0.003314456
0.5363043,-0.019898742
0.41787851,-0.019898742
-0.14725928,-0.003314456
-0.85893619,-0.003314456
0.85946721,-0.003314456
0.65723568,0.030409271
-0.31080896,-0.023148062
-0.34517193,-0.003314456
0.4034183,0.007516245
0.69438428,-0.014768845
0.067895703,-0.041288536
-0.25631592,-0.026094636
0.62597322,0.073958986
-0.76514494,-0.003314456
0.098927848,-0.003314456
0.36822048,0.04892287
0.93266565,0.066334926
-0.43425602,-0.01384687
-0.11149044,0.018645329
0.12786701,-0.003314456
0.056226578,0.024441198
-0.008766987,-0.003314456
0.18766138,-0.003314456
-0.3044782,-0.003314456
-0.39402676,-0.030063096
0.22552013,-0.003314456
0.5390017,-0.003314456
0.76107657,0.13369559
-0.36834246,-0.01079659
0.56137097,0.052118134
-1.1719985,-0.003314456
0.2681233,0.11457325
0.47452939,-0.021123637
0.47620818,-0.18075511
0.39294037,-0.003314456
-0.77720386,0.009778292
-0.17580785,-0.013301775
0.53170413,0.10639172
-0.37602133,0.098075002
0.16422425,-0.003314456
0.69503528,-0.003314456
0.34769693,0.025926476
0.17329438,-0.13930437
0.78995049,-0.003314456
0.41509181,0.052780844
0.58828789,0.060290843
-0.74369311,0.047053184
1.4946069,-0.14275143
0.33292192,0.000297153
0.40547684,-0.04703607
0.39287257,0.004930013
0.088070288,0.004534404
0.092716552,-0.003314456
0.98437589,-0.003314456
1.019642,0.10073325
0.98369569,0.10073325
-0.064753547,-0.11410718
0.57139277,-0.01637884
0.21962385,0.000407881
-0.41374627,-0.003314456
-0.2813032,-0.072152846
-0.2174308,-0.004738237
0.70726371,-0.003314456
2.3689091,0.065392748
0.53398371,0.060703732
0.20816936,-0.04372004
-0.04338773,-0.026922435
0.11803248,-0.097258143
0.114714,-0.003314456
0.5980981,0.0450163
0.49401581,0.081747361
0.49401581,0.081747361
0.36444932,0.015196261
1.0120425,-0.065521434
-0.41140175,-0.012311024
-0.52187377,-0.023742666
-0.51936543,-0.023387657
0.78212833,-0.003314456
-0.16888866,0.085356288
0.4714554,-0.003314456
1.3080543,0.08450368
0.025173191,-0.060814705
0.60462695,0.049572997
-0.094588272,0.004423316
-0.13506243,-0.020861894
-0.16734485,0.057020061
0.11632685,0.014443545
0.68200713,0.068611108
-0.31384593,-0.038850795
-0.1973525,-0.003314456
-0.17186633,-0.004035482
0.60570705,0.022437118
0.54878217,0.092944764
0.66953188,0.05773674
0.41704765,-0.003314456
-0.51410657,-0.003314456
-0.009506508,-0.003314456
-0.31536052,-0.003314456
-0.17792965,-0.003314456
0.54542482,0.008154005
0.22169341,-0.025790215
0.74528211,-0.003314456
0.54928827,0.024952693
0.42834213,0.11312842
-0.22437483,-0.017258387
1.3946439,-0.003314456
0.57987434,-0.01225667
0.24851371,-0.003314456
-0.39304578,0.062909052
0.28537765,-0.007343631
1.4610764,-0.003314456
-0.069883645,-0.01542807
-2.6346371,-0.018590778
-0.93583477,-0.018590778
0.033144262,-0.003314456
0.023906583,-0.003314456
-0.3559553,-0.095546812
0.37870345,-0.028318621
-0.35791945,0.011434495
-0.53621161,-0.082949102
-0.30296147,-0.10114066
-0.28487185,-0.10699654
0.31018132,-0.003314456
-0.43837416,0.008823902
0.28534585,0.044860996
-0.3522279,0.010326611
-0.13340746,0.010326611
-0.36869645,-0.003314456
-0.41361412,0.003791242
-0.53098249,-0.027071478
0.56681967,-0.003314456
0.50106025,-0.003314456
-0.079656281,0.037276924
0.30852592,-0.003314456
0.4598631,-0.003314456
0.13724224,-0.043013334
0.034002781,0.066351824
-2.4194577,-0.051394422
-2.2988884,0.027190827
-0.0563173,-0.015953565
-1.1391886,-0.091263078
0.55251563,-0.003314456
-0.19042388,-0.003314456
0.41054344,-0.088930316
0.15477316,-0.000288506
-0.61626661,-0.19527848
0.85530102,0.001138476
0.30127352,-0.018340791
0.46481404,0.029284319
-0.016043529,-0.039449845
-0.34858745,-0.092439234
0.49569139,0.10247915
0.48147845,-0.003314456
0.51409924,0.04669309
0.085478947,-0.003314456
-0.53646421,-0.003314456
0.59550494,0.040583611
0.53608102,0.006570936
0.66479772,-0.003314456
-0.11145236,-0.059088737
0.18433194,-0.11715122
0.26834089,0.0324127
0.23315157,0.00692762
0.39542481,0.005568958
0.27429518,0.005568958
0.83124119,0.078195438
-0.04272094,-0.001148653
0.47140127,-0.20411541
1.0623326,-0.003314456
0.7010262,-0.003314456
-0.31459653,-0.018181806
-0.63830358,0.16597138
-0.12089899,-0.078701355
-1.6649076,-0.003314456
0.40708005,-0.13698825
-0.39901531,0.003454215
0.17571093,-0.000370567
0.14035103,-0.048139889
-0.084458321,-0.054428879
0.641904,0.004235056
0.90020663,-0.10269328
0.85044187,-0.003314456
-0.31524989,-0.003314456
0.11014976,0.03058636
0.26359269,-0.039812069
0.090119675,-0.050058223
1.4433674,0.2004091
-0.10980047,-0.003314456
0.071614034,-0.003314456
-0.5506565,0.075871982
-0.33359414,-0.094026685
-0.66531599,-0.003314456
0.28451109,-0.076496303
-0.45225042,-0.003314456
0.29267758,0.085703127
0.5637989,0.10593273
-0.002368511,-0.003314456
0.72535038,0.009772238
0.24193192,-0.010643717
0.21585245,-0.003314456
-0.64063329,-0.19541025
0.062314052,-0.003314456
-0.16687375,0.17498085
0.040466972,-0.13796689
0.23841742,-0.057264108
-0.3241787,-0.004325781
-0.78643233,-0.019017437
-0.26136941,0.041856941
-0.39485088,-0.058609825
-0.017768085,0.047809169
0.54857159,-0.02742037
0.29086137,0.031584967
0.73336977,0.060858827
-0.47192496,0.12230998
0.16822897,-0.003314456
-0.51685548,-0.003314456
0.17246214,-0.003314456
0.18539834,-0.003314456
-0.16791895,-0.15652409
-0.098251976,-0.055515964
0.37270603,0.064775907
0.095449097,-0.003314456
-0.6922152,-0.003314456
0.10845359,-0.15588489
0.001106067,-0.003314456
-0.48162249,0.073319152
-0.12556866,-0.003314456
-0.13765226,-0.003314456
0.79243881,0.020748304
-0.29644039,0.011154729
-0.25553626,0.005093853
-0.26136282,-0.003314456
0.32861882,-0.003314456
0.29288909,0.093649238
0.082371034,-0.027651854
0.17014579,-0.075235628
-0.25760639,0.047571439
-0.21960209,-0.06049858
0.99999774,0.059358943
-0.68874544,-0.003314456
-0.55643535,-0.047127161
0.005790298,-0.014308187
1.178843,0.059355885
-1.0223691,-0.07371489
0.40772024,-0.003314456
0.18657929,-0.17776293
0.10528678,-0.003314456
0.30979624,0.054166026
0.57510215,-0.003314456
-0.18161233,-0.003314456
0.012467286,0.11221261
0.089103669,0.11221261
-0.007071092,-0.003314456
-0.18911491,0.037212774
-0.5765506,-0.003314456
0.52763808,-0.003924471
0.22878651,-0.003314456
0.20626867,-0.028867427
0.50667697,-0.003314456
0.12445483,-0.003314456
1.0163441,-0.003314456
-0.83860028,-0.058312129
0.023554841,-0.090097509
0.9867956,0.06598819
0.96208471,-0.003314456
-0.55765283,0.16728777
0.63171303,-0.15242821
0.52701473,0.11487166
0.87661117,0.14161047
0.20744585,-0.082750447
-0.005916596,-0.4202618
-0.24593589,0.001034155
-0.21047276,-0.031211281
0.28049752,-0.083127998
-0.10745957,-0.042190772
0.64232832,0.022635503
-0.41861928,0.13276041
-0.15503399,0.050419535
-0.049354736,-0.02051245
0.021391872,0.012608175
0.75822246,-0.003314456
0.66503698,0.083215281
-0.53219002,-0.003314456
0.82312822,0.015509201
0.27280459,0.10160521
0.64782202,-0.003314456
0.014045175,-0.39077175
-0.14020658,-0.01983129
0.28200912,0.011653393
0.49044052,0.002632961
-0.11331863,-0.002686592
-0.20641486,0.13768813
-0.04494242,0.062551022
1.1473787,-0.003314456
0.17420936,-0.003314456
1.4721026,-0.17880136
0.3896614,-0.090726674
0.020123372,0.057523649
0.005011959,-0.2085115
-0.69939959,-0.054228544
-0.093126066,-0.054228544
-0.75882602,-0.003314456
-0.38903645,0.007362831
-0.42526248,-0.055723947
-0.088100493,-0.013354937
0.076845042,-0.003314456
0.60342705,-0.003314456
0.031399395,-0.04075313
0.34062269,-0.003314456
-0.4253197,-0.003314456
0.03892421,0.031941496
-0.15985447,-0.067886196
1.5264091,0.092067443
0.14865066,-0.023151247
0.019780278,-0.003314456
0.15365331,0.006521602
0.015721936,-0.001901407
-0.12989609,0.043493107
-0.62451863,-0.003314456
-0.028134117,-0.003314456
-0.50309855,-0.003555983
0.55278689,-0.003314456
-0.9073419,0.027518315
0.50737214,-0.003314456
0.57369727,0.018925836
-0.2844874,-0.00672915
-0.44452241,-0.022641715
0.60803765,-0.007788152
0.014149969,-0.003314456
-1.5171784,-0.043395616
0.21815968,-0.003314456
0.11163945,-0.003314456
0.22151881,0.002276236
0.31617418,-0.01267334
-0.52195442,0.084448799
-0.066762544,-0.014034501
-0.097941004,0.030161696
-0.11493885,-0.037795939
0.25765991,0.026123593
0.54785156,-0.003314456
-0.2302646,-0.005381696
-0.14460661,-0.009035748
0.13493742,0.048654515
0.44897968,-0.017479565
0.016194841,-0.038370281
0.62250304,-0.003314456
0.30338815,-0.037198301
1.122588,0.078561112
0.49134681,-0.003314456
0.33574444,0.018835135
0.64224458,-0.014872252
0.57021773,-0.003314456
-0.58874708,0.004853399
-0.20906404,-0.003314456
0.37792715,-0.003314456
0.076424427,-0.024157362
-0.20333396,0.093106247
-1.0060301,-0.2639955
-0.054441594,-0.042668168
0.47683749,-0.003314456
2.7111802,-0.003314456
0.75472027,-0.003314456
0.36842793,0.038400128
-0.42623174,-0.003314456
0.31404379,-0.092124924
-0.48122957,-0.003314456
0.15485999,-0.010447056
-0.098496176,0.01340133
-0.30477974,-0.20078368
0.81295395,-0.003314456
-0.28320771,-0.003314456
-0.91969407,-0.003314456
0.050584663,-0.59531254
0.83408618,0.01421518
0.43476513,-0.027799249
0.4822166,0.008682984
0.65769744,-0.003314456
-0.79842341,-0.031630881
1.2866867,-0.003314456
0.58989072,0.1411874
0.88599205,0.11402458
-0.030205267,-0.056812678
0.47762796,0.036876883
0.71751469,0.31143647
0.57324016,0.056496624
0.25591558,-0.018201627
-0.11358538,-0.083336651
-0.76016122,0.10048364
0.37510872,-0.025963241
-0.38320342,-0.016016252
0.59052861,0.065982722
-0.45622358,-0.049364246
0.32137918,-0.12527421
0.28911626,0.011660449
0.06396658,0.031195343
-0.59074396,0.029144408
0.15854248,0.055468075
0.24747096,0.071355961
0.78092456,-0.003314456
0.95857632,0.070499733
-0.26623815,-0.036742497
0.33132058,-0.62487549
-0.28967774,0.021095712
-0.26516083,0.046230614
0.32203302,0.012541486
0.99083954,-0.012960775
-0.1983628,-0.04570983
0.55291665,0.013550442
0.11025593,-0.29713088
-0.13159561,0.023737701
0.1166389,-0.018790385
-0.15149356,-0.009981765
-0.251647,0.046344634
0.50201154,0.054757621
0.55489427,-0.035559263
0.52884537,-0.035559263
0.47767723,-0.007468516
0.9254775,0.052839473
-0.39964387,-0.003314456
-0.10977165,-0.13551581
-0.083602108,0.017955191
-0.43779016,-0.039688732
-0.82880849,-0.003512195
0.19485886,0.12754552
0.24217986,-0.013967667
-0.28007695,-0.003314456
0.72459602,0.13639517
0.88661563,-0.13254112
-0.19021255,-0.03173041
0.41768339,-0.003314456
-0.37353933,-0.003314456
-0.14229847,-0.11541995
0.91116935,0.056487069
0.23321152,-0.08110112
0.89503741,-0.003314456
-0.53889,-0.036062926
-0.34989193,-0.040665414
0.3590124,0.034578428
0.017101178,-0.025688175
0.15997817,-0.003314456
0.66676301,0.087119691
0.33652648,0.072759517
-0.48092324,0.012899048
0.52594638,0.078457318
0.31957331,-0.003314456
-0.33221895,0.020311864
0.3384867,0.071102858
0.22154349,-0.018625993
0.53450298,-0.003314456
0.095235541,0.068792298
0.062999777,-0.028981645
0.58778155,0.10401953
0.90753937,0.10493523
0.57091039,0.015982915
0.44887325,0.015982915
-0.7243275,-0.003314456
0.25874034,-0.008156982
0.62955451,-0.003314456
0.48132053,0.091268256
-0.19944052,-0.024230221
-0.63610119,-0.003314456
0.6147005,0.033733077
-0.033816688,-0.050478883
-0.35185441,-0.071963541
-0.3360002,-0.003314456
0.073844627,0.10295765
-0.10174607,-0.016719198
-0.06012686,-0.067514785
0.40954208,0.004938668
0.14625964,0.036552798
0.34767547,-0.003314456
0.35080877,-0.003314456
0.6140753,-0.003314456
-0.70436931,-0.003314456
0.25197265,-0.003314456
0.59253019,-0.003314456
0.40625361,-0.003314456
0.80363202,-0.003314456
0.5378809,-0.003314456
0.3435421,0.098925918
-0.71114874,0.004021419
0.1681802,0.1087454
0.89210266,-0.003314456
-0.38770112,-0.015137675
-0.072281055,-0.052963898
0.64967883,0.067160785
0.35190961,0.042861193
0.40909657,-0.029248681
-0.29309666,-0.080862321
-0.74825102,0.017279845
-0.62512946,-0.024604315
-0.43437767,0.064483285
0.29083493,-0.003314456
0.8820554,0.055536889
0.09984199,-0.003314456
0.12490509,0.023264434
-0.31775016,-0.003314456
0.16149959,-0.000411754
-0.07080207,0.003329734
-0.27663177,-0.000283084
0.2245061,-0.056015853
0.62508976,-0.04654669
0.58254534,0.025953598
0.38456738,-0.07525447
-0.2024253,-0.04752754
0.42324069,-0.003314456
0.61524421,-0.018102637
-0.080946311,-0.037713237
0.11670551,-0.003314456
-0.21760446,-0.041041009
0.31064898,0.008670979
0.49689654,-0.004279247
-0.27850667,0.030330351
0.18930297,-0.003314456
-0.5480507,-0.010682589
-0.28324759,-0.003314456
-0.40599746,-0.071109407
1.4535986,-0.003314456
-0.40380603,-0.003314456
1.0168123,-0.003314456
-0.17839207,-0.003314456
0.51695496,0.12362678
0.35238609,-0.024698637
0.40421414,-0.024698637
-0.29076526,-0.003314456
0.28874815,-0.003314456
0.15170407,-0.003314456
0.37640339,-0.003314456
-0.35932517,-0.025912721
0.46536884,0.043413773
0.094936498,-0.003314456
0.12613924,0.068631783
0.80401105,-0.003314456
-0.14018619,-0.000721396
-0.26617566,-0.003314456
0.041357812,-0.003314456
-0.38060969,-0.060364071
0.06590502,-0.003314456
-2.602164,-0.003314456
-0.48823482,-0.003314456
0.74640602,-0.006016119
-0.30340981,-0.003314456
0.5779984,0.054802641
0.011718999,-0.003314456
0.27770188,-0.003314456
-0.45709336,-0.003314456
0.016424198,-0.003314456
-0.061932229,-0.082092576
0.47153267,-0.003314456
0.51448286,-0.093448758
-0.23074999,-0.05472146
-0.58218968,-0.003314456
0.37099546,0.013548432
0.17424929,0.013548432
-0.23674518,0.062999919
-0.44385272,-0.01924436
-1.1759499,-0.003314456
0.82857072,-0.001991108
-0.21560107,0.015481511
-0.42610747,-0.003314456
-0.11307102,-0.003314456
-0.18980843,-0.003314456
0.54758322,0.080454655
0.71789831,0.01189887
-0.44075629,-0.024634877
-0.1211524,-0.024634877
-0.066463977,0.11805418
0.27393323,0.000804052
0.4593606,0.002427603
0.32438493,0.018064581
0.44071484,-0.029111842
0.091744766,0.11001788
-0.11043417,-0.003314456
0.18181305,0.068010814
0.61978561,-0.003314456
-0.090693653,0.041552458
-0.32495123,-0.003314456
-0.44262066,-0.003314456
0.090493731,-0.12006865
-0.16546881,-0.036197081
-0.24948291,-0.003314456
-0.15573135,0.090895638
0.33824971,0.027286885
0.51169181,-0.003314456
-0.53502637,-0.029999858
0.68006247,0.12827742
-0.36533728,0.000652231
0.12905349,-0.0340272
-0.24336201,-0.003314456
-0.12431683,-0.003314456
-1.2134793,-0.003314456
-0.16602279,-0.003314456
-0.15492241,-0.2094872
0.085322455,0.005758744
-0.59406424,0.004530188
0.40488505,0.020037992
0.39989537,0.01471375
0.26613507,0.01471375
0.030292386,0.10792968
-0.43244901,-0.003314456
0.061654948,-0.009606566
0.12504598,-0.033761494
-0.1174117,0.005861417
-0.34665957,0.034655031
-0.032916985,-0.003314456
0.63480335,-0.003314456
-0.074569732,-0.040830538
0.73714733,0.094995871
1.0512029,0.035152938
-0.20536993,0.001638123
0.67581314,0.055469505
0.23018757,0.047672667
0.58952659,-0.003314456
-0.11426099,-0.023779824
0.038056333,0.082611568
-0.041971575,-0.015061634
0.055612534,0.006748769
-0.71903241,-0.003314456
0.34505516,0.023886077
-0.067866646,-0.045456212
-0.09128046,0.026797604
-0.29974979,-0.003314456
-0.35974905,-0.049610812
0.16381726,-0.049610812
-0.41615447,-0.048773896
0.13731524,0.039473802
0.33404735,-0.007745169
-0.084919594,0.10146068
-0.26011923,-0.009345252
-0.21106239,0.12591384
-0.080413423,-0.003314456
0.77513295,-0.035703804
0.97268486,-0.035703804
0.15634319,0.062631883
1.3253825,0.055289846
-0.3624233,-0.079619445
0.14187178,-0.003314456
-0.67444408,-0.003314456
-0.27544278,-0.003314456
0.29720289,0.066970572
0.56644785,-0.048965603
0.62800711,0.062352914
0.32054445,0.039282292
0.23804596,0.071627155
0.26732197,0.073872507
-0.24789366,-0.003314456
0.41185883,0.00261363
0.48924056,-0.020765278
-0.095007159,0.078156196
1.115921,-0.003314456
0.15526527,-0.003314456
0.026209388,-0.085089311
0.71302259,0.12213621
-0.29820591,-0.003314456
-1.2529625,-0.003314456
0.83397937,0.009898945
0.35404071,0.041784476
0.61058784,-0.42026481
0.65845674,0.18142374
0.29607546,-0.003314456
-0.16502258,-0.046650756
-0.20110543,-0.012963752
-0.49931163,-0.003314456
-0.2576229,-0.003314456
-0.049365405,0.036286581
-0.1816718,-0.003314456
0.055117983,-0.039917581
0.54946393,-0.003314456
0.84885013,0.016282775
0.52804053,0.039724078
0.14287099,-0.007009413
0.46587601,0.043689728
0.77332169,0.090619311
-1.305897,-0.003314456
-0.51258552,0.032729935
-0.039707556,-0.018294929
-1.1966844,-0.003314456
-0.50082284,-0.003314456
0.44458607,-0.003314456
-0.33396843,0.008199439
0.39517617,-0.048022997
-2.1281147,-0.003314456
0.59686321,0.022775235
0.39037007,-0.003314456
-0.066291936,-0.003314456
-0.35704282,0.053093806
-0.16492027,-0.003314456
0.96999788,0.087174371
0.016217919,-0.038146239
-0.009812295,-0.003314456
1.2872627,0.15160464
-0.58808738,-0.040529672
0.72226912,0.12296407
-0.31015372,0.075087726
0.14372408,0.0554257
-0.018419361,0.020841764
-0.14196481,0.020841764
1.0082743,-0.003314456
0.73242927,-0.003314456
0.25322393,-0.003314456
0.64282638,-0.003314456
0.045856554,0.000210203
0.40612814,-0.003314456
-0.067047611,-0.099771917
1.0073397,0.15489247
0.49068388,-0.003314456
-0.10434898,-0.003314456
0.71786481,0.19497994
-1.0127735,0.011874795
-0.50184232,-0.035279382
-0.43852499,-0.035279382
0.24099948,-0.074671857
0.10881767,-0.002985195
0.12498866,-0.089173846
0.44567794,-0.003314456
-0.65617955,0.05293107
-1.3609662,-0.366979
0.5128383,0.071682177
0.15828496,-0.0192449
-0.30084649,-0.066462085
0.64180505,-0.003314456
0.64180505,-0.003314456
0.03727667,-0.044891663
0.32687595,-0.033494588
1.5989586,-0.011794995
0.15228952,-0.003314456
-0.024080513,-0.003314456
0.61380374,0.096530184
0.98413432,-0.003314456
0.73662341,0.073011607
-1.1940775,-0.003314456
0.84102529,0.063762188
-0.036550656,-0.1102495
-0.37450445,-0.10991225
0.41717333,-0.043019723
-0.40214276,-0.10498169
0.1826078,-0.050059624
0.82151794,0.035485029
-0.22261566,0.064764559
0.04578089,-0.003314456
0.86837047,-0.003314456
0.98915249,0.025254069
-0.72364694,-0.009311659
-2.258374,-0.003314456
0.5370217,-0.006722034
0.5879519,-0.003314456
0.38789809,0.004097725
-0.44159433,0.005163761
-1.6026797,0.13562892
-0.15840061,-0.003314456
0.26509887,-0.003314456
0.16075318,-0.031316843
-0.12133233,-0.020497138
-0.13046217,-0.003314456
-0.16750018,-0.003314456
0.037703309,-0.003314456
0.49350187,0.026512463
0.82238746,-0.003314456
-1.1399205,-0.003314456
-0.31807044,-0.003314456
-0.065739475,-0.057469506
-0.49834001,-0.003314456
-0.38353381,0.006780288
-0.089520328,-0.046478413
0.23986325,-0.019325944
0.1180424,0.018676516
-0.7144087,-0.003314456
-1.5614967,-0.068970621
0.56107908,0.038714413
0.67660892,0.08458215
0.53218532,0.010190942
0.019472649,-0.10126921
1.6491274,-0.003314456
-0.57113355,-0.047406841
0.49626034,-0.003314456
-0.83106679,-0.003314456
-0.17282467,-0.003314456
0.033001374,0.012732592
0.40256104,0.054849934
1.213443,-0.084362142
0.48972768,0.020973319
0.36938068,-0.003314456
1.0515537,-0.014309374
-0.007894035,-0.003314456
0.040675059,-0.075111732
0.62243176,0.003959124
0.29848093,-0.003314456
-0.13858566,-0.10050372
0.36957845,-0.020761931
-0.44934359,-0.003314456
-0.3210555,-0.017019201
0.33538583,-0.003314456
0.46701756,-0.003314456
0.80123204,0.038943987
0.26431397,-0.003314456
0.72494149,-0.003314456
-0.84511858,-0.003314456
0.61777359,-0.003314456
0.63185769,0.057983328
0.054456189,-0.058883447
-0.74917424,0.041634474
-0.43022174,-0.011163177
1.1456207,-0.022188548
-1.0530202,-0.003314456
0.65753931,0.01760128
0.40559152,-0.003622325
0.29161829,-0.001837183
-0.059524417,-0.003314456
0.49200371,-0.012881734
0.23268934,0.2856999
-0.82758659,-0.084315352
-0.82758659,-0.084315352
0.62440664,-0.13323106
-0.062024262,-0.02575683
-0.089522265,-0.028083425
-0.016092382,-0.003277829
-0.49761015,-0.21886005
0.80553842,0.00858595
0.10609382,0.040499575
0.44208002,0.021931145
0.60728961,0.009904285
0.49427468,-0.13989374
0.1232077,-0.056329854
0.29196137,0.018813957
0.84609491,0.045334451
-0.027233066,-0.032012299
0.48146868,-0.031394027
0.4537189,-0.006600932
-1.6944575,-0.075521767
-0.12939666,-0.075521767
-0.31873059,-0.12046296
0.91626102,0.051862232
-0.020019354,0.058364257
0.43337631,0.07210438
0.093477219,0.068693385
0.36176816,0.09000878
-0.67274386,-0.003314456
-0.10471704,-0.080140077
-0.045354486,-0.065664865
-0.20026164,-0.20347866
0.25626439,-0.016495878
-0.050592128,0.13360487
0.52864856,0.085838407
0.85690546,0.11486604
0.23300079,-0.039036062
0.58279628,0.050131816
-0.034692269,-0.075041547
0.89615488,0.025393525
0.41250053,0.045379009
0.46244097,0.048527773
0.51127952,-0.01310805
-0.25966176,-0.003314456
-0.35409331,-0.007223326
0.14956467,0.011624963
0.83089399,-0.003314456
-0.091903277,0.12168676
0.61731559,0.036671072
-0.8963058,-0.032865621
0.19391911,0.00232762
-0.29989973,-0.00496155
-0.13202395,0.003716425
0.29938897,0.011379274
0.40152788,0.039273556
0.87501734,0.091939725
0.44153425,-0.043581568
-0.25131336,-0.003314456
0.17758463,-0.045275737
-0.46394312,0.06741865
-0.22731821,-0.003314456
0.17109615,0.045143075
1.456476,-0.005205872
0.218712,-0.003314456
0.33220637,0.009708311
0.59282982,0.12920456
0.5990122,0.050792363
0.040690616,-0.013877789
0.43862063,0.053764876
0.21581958,-0.003314456
0.65445393,0.033919785
0.14953265,0.008148878
0.098121271,-0.005025974
-0.62279707,0.089154683
0.21846861,-0.003314456
1.0029571,0.1134525
0.66808248,0.070239104
0.67389947,0.076278709
0.18992612,0.017977059
0.64486349,0.005029648
0.026137637,-0.035906389
0.83277124,-0.003314456
