pidp,eta_hat,wgt
273160767,0.001526012,0.815414608
273160767,0.269614186,0.855872691
273160767,0.074621814,0.986332834
273160767,-0.127317528,1.001778364
273160767,0.11589091,1.001537561
273160767,-0.036875082,1.04310751
273160767,-0.018250667,1.043912172
273160767,-0.071654426,0.999034643
273160767,-0.150400459,0.99467957
273160767,-0.359503,0.970565617
273160771,0.096556671,0.583997667
273160771,-0.071115801,0.571972668
273160771,0.136621237,0.561934352
273160771,-0.457636464,0.570212185
273160771,1.208380503,0.664940894
273160771,-0.176877768,0.627499223
273160771,-0.085490459,0.595775425
273160771,0.040562288,0.606705785
273160771,-0.049333837,0.577454209
273160771,0.087136426,0.544420779
273160771,-0.292312063,0.54204756
273160771,0.142468145,0.538695395
273162127,-0.159423984,0.681117415
273162127,-0.196550823,0.670417428
273162127,-0.048718489,0.686691463
273162127,-0.050084375,0.712044477
273162127,-0.057685219,0.711684823
273162127,0.133899013,0.698746085
273162131,-0.13090634,0.629205048
273162131,-0.127247683,0.603046
273162131,-0.054775833,0.617684603
273162131,-0.065901674,0.640489817
273162131,-0.018727439,0.651139677
273162131,0.091510751,0.639301717
273162135,-0.25701461,0.484948277
273162135,-0.092351986,0.461421877
273162135,-0.072924705,0.464589864
273162135,-0.026912591,0.46464783
273162135,-0.115518774,0.53601557
273162135,0.225127256,0.514625847
273162807,0.47086171,0.853031456
273162807,0.866600106,0.874522746
273169607,-0.472558246,0.534308016
273169607,0.066344246,0.519326091
273169607,-0.261290114,0.51120615
273169607,0.203929145,0.500755608
273169607,0.068798374,0.602151036
273169607,0.020462099,0.572778046
273169607,0.059720932,0.562693298
273169607,-0.541622219,0.560316443
273169607,0.304648401,0.546279967
273169607,0.169040435,0.581360221
273169607,0.156965919,0.768894732
273169607,0.081417234,0.808623612
273169611,-0.41327036,0.589866996
273169611,0.107573729,0.573327243
273169611,-0.134436496,0.564362943
273169611,0.177838068,0.552825689
273169611,0.047059266,0.639999688
273169611,0.040645255,0.608780384
273169611,0.060810667,0.592191398
273169611,-0.612967042,0.58968991
273169611,0.333834309,0.574917614
273169611,0.171688265,0.596187174
273169611,0.168705632,0.788504541
273169611,0.068566535,0.82924664
273170287,-0.171150451,0.736021101
273170287,-0.236573451,0.86599499
273170287,-0.656157621,1.009969354
273170291,-0.271261013,0.744062901
273170291,-0.312396478,0.785883129
273170291,-0.632884481,0.84807688
273170967,-0.604172987,0.700474977
273173687,0.676361766,0.618133962
273173687,0.105282279,0.636428177
273173687,0.302262027,0.628005207
273173687,-0.490864377,0.623856366
273173687,-0.469306928,1.044553757
273173687,0.368330331,0.987508833
273175727,-0.257739115,0.525648355
273175727,-0.129668145,0.540967584
273175727,-0.005141659,0.568652928
273175731,-0.35728675,0.530189216
273175731,-0.105808308,0.556607842
273175731,0.00355398,0.572017729
273175735,-0.340966965,0.503775954
273175735,-0.178403504,0.569562197
273175735,-0.000615631,0.640223503
273175739,-0.335280114,0.500295281
273175739,-0.096971855,0.525224388
273175739,-0.098643379,0.59038502
273176407,0.05869887,0.550334334
273176407,-0.345809659,0.523676455
273176407,0.03844354,0.517739892
273176407,-0.411859608,0.505375445
273176407,-0.280032526,0.612089753
273176407,-0.098401582,0.585403442
273176407,0.449536832,0.549049616
273176407,0.051044548,0.550447404
273176407,0.144178307,0.533610642
273176411,0.032713415,0.581983328
273176411,-0.274945986,0.559386492
273176411,0.008974396,0.553045094
273176411,-0.33552636,0.545419991
273176411,-0.275093816,0.650939465
273176411,-0.146192942,0.622559369
273176411,0.493760854,0.587422609
273176411,0.113869605,0.58891809
273176411,0.079366824,0.570904553
273176415,0.230528774,0.551687896
273176415,-0.265264284,0.530267358
273176415,0.153098486,0.525782704
273176415,-0.350455668,0.546972692
273176415,-0.125832122,0.702341139
273176415,-0.060993227,0.715961516
273176415,0.470535828,0.698329389
273176415,0.065913889,0.744348645
273176415,-0.047136802,0.869957387
273176419,-0.013689597,0.492403775
273176419,-0.363119393,0.473285019
273176419,0.068150299,0.469282269
273176419,-0.413782323,0.466548115
273176419,-0.182468794,0.586426258
273176419,-0.028924533,0.572517455
273176419,0.49238728,0.542788565
273176419,0.041222326,0.552481949
273176419,0.188862707,0.552908123
273177767,-0.027366914,0.623597562
273177767,0.361289466,0.590133905
273177771,0.00810339,0.659486175
273177771,0.324464469,0.624096632
273179127,-0.560516333,0.637601137
273179127,-0.403145051,0.63741672
273179127,0.021901576,0.641814828
273179127,0.001537477,0.633678198
273179127,0.064302478,0.857581019
273179127,0.285125815,0.851337016
273179127,0.018122076,0.871164262
273179127,0.371386554,0.889209628
273179127,-0.073452139,0.889895499
273179127,0.009340273,0.898830473
273179127,0.058614681,0.945529342
273179127,0.029185888,0.979591668
273179807,0.240515896,0.551594496
273179807,0.196278594,0.527128637
273179807,-0.589087504,0.510052323
273179807,0.770156689,0.499225616
273179807,-0.211588142,0.595928192
273179807,0.319871379,0.559824884
273179811,0.175090346,0.498007625
273179811,0.144902148,0.475918621
273179811,-0.728707047,0.460501283
273179811,0.77555808,0.45072633
273179811,-0.280543853,0.558950245
273179811,0.383502497,0.525087178
273181847,0.021587196,0.472498685
273181847,0.178519806,0.461358607
273181847,0.096030893,0.597818315
273181847,-0.073433898,0.581057906
273181847,0.166186287,0.559407175
273181847,-0.027847219,0.543348134
273181847,0.205737398,0.526728451
273181847,0.286148603,0.532017052
273181847,-0.001069882,0.582402766
273181847,-0.410171719,0.578801036
273183207,0.695163706,0.597215831
273183207,0.518290208,0.573926151
273183207,-0.053910734,0.565332472
273183207,-0.140146688,0.560671151
273183207,0.680614956,0.726169884
273183207,1.211364382,0.713432014
273183207,0.691842465,0.677070558
273183207,-1.161694909,0.67804724
273183207,-2.015281768,0.652195096
273183207,0.125875427,0.653199136
273183211,0.833967913,0.472973257
273183211,0.50658293,0.454528719
273183211,-0.087189688,0.447722822
273183211,-0.168972391,0.444031239
273183211,0.683211384,0.575022399
273183211,1.144487276,0.564935863
273183211,0.627589223,0.532627523
273183211,-1.325560286,0.533395827
273183211,-1.977426934,0.533807218
273183211,0.205972593,0.525667667
273183215,-5.468603016,0.484781325
273183215,2.153046507,0.652838409
273183215,0.890027437,0.668667853
273183215,0.480240815,0.70117861
273183215,1.200951979,0.634667695
273183215,0.278063471,0.665415764
273183215,0.362857222,0.694631159
273183215,0.274989242,0.800913632
273183215,0.339193755,0.77037698
273183215,-0.339583804,0.728242278
273183215,0.07306766,0.707474709
273183215,-0.10084363,0.688791752
273183219,0.815587538,0.560701728
273183219,0.609473308,0.559830964
273183219,0.234201374,0.573405266
273183219,-0.036024911,0.601284385
273183219,0.178273718,0.713356376
273183219,-0.360425647,0.794463634
273183219,-0.463846285,0.814602733
273183219,-0.336237379,0.861921132
273183887,-0.248660547,0.662909925
273183891,-0.296098213,0.654573083
273183895,-0.268596593,0.574347198
273183899,-0.292662527,0.796190739
273186607,-0.024788251,0.599512815
273186607,0.123644528,0.575079143
273186607,-0.822501471,0.589841723
273187967,-0.248678768,0.62837702
273187967,0.088329688,0.594540715
273187967,0.32433796,0.596227944
273187967,0.597114664,0.582170665
273187967,1.099387838,0.681348443
273187967,0.58925835,0.665351629
273187967,0.355651832,0.633017361
273187967,-2.425167538,0.629099846
273187967,0.011357792,0.612763941
273187967,1.249377063,0.612007439
273187967,0.603160451,0.62438041
273187967,-1.978468989,0.620519102
273189327,0.430335428,0.721618593
273189327,0.030540996,0.734400153
273189327,-0.367304123,0.782250404
273190007,-0.256877012,0.891623139
273191367,-0.206603094,0.657116652
273191367,-0.102357115,0.698138297
273191371,-0.283220738,0.613571286
273191371,-0.191259097,0.641651213
273191375,-0.251306335,0.54376471
273191375,-0.030169173,0.568649948
273191379,-0.196135388,0.575246871
273191379,-0.17193423,0.601572871
273191383,-0.267930107,0.534348071
273191383,-0.133550559,0.558802307
273194087,0.006022681,0.582838476
273194087,-0.541891306,0.554076254
273194087,0.082943342,0.538526833
273194087,0.037207127,0.524165273
273194087,0.114871227,0.679059863
273194087,0.061602107,0.663116813
273194087,0.079292193,0.641143501
273194087,-0.009440595,0.619162679
273194087,0.039561807,0.603084803
273194087,-0.146441023,0.578194499
273194087,0.262224002,0.56732446
273194087,0.17684833,0.553570926
273194091,0.02444738,0.597007215
273194091,-0.54344784,0.567545831
273194091,0.065948594,0.551618397
273194091,0.181121199,0.536907732
273194091,0.050451255,0.689266741
273194091,0.080367531,0.673084021
273194091,0.122399041,0.656818211
273194091,-0.021769593,0.634299994
273194091,-0.114316293,0.617829084
273194091,-0.0105189,0.599491179
273194091,0.168124079,0.588220775
273194091,0.166058763,0.573960602
273196970,0.977418127,1.394642353
273198847,-0.011808773,0.335119933
273198847,-0.215681521,0.321174502
273198847,-0.180172995,0.321188718
273198847,0.093991145,0.311760634
273198847,0.280079876,0.320183337
273198847,0.165188297,0.302398175
273198847,0.162626896,0.296211988
273198851,-0.022522745,0.467231005
273198851,-0.099060133,0.45681873
273198851,-0.248813422,0.490701556
273198851,0.07883309,0.484662145
273198851,0.210631343,0.614590585
273198851,0.217730737,0.602058232
273198851,0.069074491,0.626211584
273200207,0.021712327,0.593384504
273200207,0.088424622,0.564200759
273200207,0.078818301,0.547982216
273200207,0.070172924,0.534895599
273200207,-0.027350453,0.614308953
273200207,0.072028115,0.57452023
273200207,0.106041514,0.539579928
273200207,0.088008276,0.535103798
273200207,0.093883486,0.506442249
273200207,-0.298244808,0.494330376
273200207,-0.097967729,0.512467682
273200207,-0.027640778,0.503371894
273200211,0.076240139,0.573408008
273200211,0.058230081,0.545206726
273200211,0.257001273,0.536305487
273200211,0.203923275,0.528911173
273200211,0.113436671,0.62337327
273200211,0.023504149,0.601583123
273200211,0.201281521,0.568458438
273200211,0.006458848,0.563742757
273200211,0.134020177,0.533547163
273200211,-0.259477512,0.514090896
273200211,-0.093199329,0.532953262
273200211,-0.165316239,0.523493886
273200887,-0.074881787,0.571881175
273200887,-0.162933825,0.553065956
273200887,0.010745098,0.539075434
273200887,-0.055348052,0.53071326
273200887,-0.053830427,0.591757178
273200887,0.20273537,0.552590609
273200887,-0.103578322,0.519002318
273200887,-0.130716693,0.495140851
273200887,-0.115745192,0.47626248
273200887,-0.00216132,0.454457462
273200887,0.123178931,0.445572942
273200887,0.283349524,0.437664449
273200891,0.019295319,0.557872117
273200891,-0.123985353,0.53951776
273200891,-0.019440476,0.525870025
273200891,-0.074666138,0.517712712
273200891,-0.091345766,0.582788229
273200891,0.231667609,0.544215322
273200891,-0.0522703,0.508297503
273200891,-0.095630723,0.484928161
273200891,-0.110521334,0.466439158
273200891,-0.010476083,0.440927893
273200891,0.129410759,0.432307869
273200891,0.268554129,0.424634844
273201567,-0.316715287,0.612088561
273201567,-0.029780294,0.615432203
273201567,0.143638491,0.627865016
273201567,-0.196489485,0.622533083
273201567,-0.078129805,0.694818795
273201567,0.015533145,0.679003716
273202247,-0.010727759,0.546251953
273202247,-0.056760683,0.530646682
273202247,-0.599426827,0.52635777
273202247,-0.399062294,0.520614862
273202247,0.532120365,0.664026439
273202247,0.553013392,0.631371796
273202247,0.295106236,0.603859365
273202247,-0.087843753,0.594532073
273202247,0.225016336,0.562687397
273202247,-0.170455298,0.5286569
273202247,0.043775633,0.510344684
273202247,0.020623226,0.496867537
273202251,0.049999356,0.531846702
273202251,-0.046874079,0.516653001
273202251,-0.534056548,0.512477219
273202251,-0.349005138,0.506885767
273202251,0.562032728,0.65293479
273202251,0.524858919,0.620825589
273202251,0.267362736,0.589439213
273202251,-0.129090487,0.580334604
273202251,0.201519253,0.549250364
273202251,-0.116854195,0.512482226
273202251,0.160364565,0.494730264
273202251,-0.086814851,0.481665432
273202255,0.080118267,0.465041906
273202255,0.169564421,0.47153464
273202255,-0.28829245,0.487870932
273202255,-0.220234003,0.518010259
273202259,0.215473327,0.472973794
273202259,0.274436624,0.479577273
273202259,-0.196264608,0.496192187
273202259,-0.130052623,0.518332303
273202259,0.225652295,0.677090824
273202259,-1.084141104,0.764569938
273202259,-0.030024531,0.77700907
273202927,0.080733134,0.595043123
273202927,0.309323857,0.580881536
273202927,0.005480172,0.58354789
273202927,-0.315423335,0.582523465
273202927,-0.677350279,0.67912066
273202927,-0.713339862,0.655381858
273202927,-0.174095392,0.629752159
273202927,0.19154155,0.625938773
273202927,-0.038788733,0.592411876
273202927,-0.021638865,0.583378732
273202927,0.015224792,0.599097133
273202927,0.418705598,0.588463724
273202931,0.119389441,0.601706386
273202931,0.142746028,0.587386191
273202931,0.13844627,0.590082467
273202931,-0.436610204,0.589046538
273202931,-0.612106713,0.664363742
273202931,-0.818003491,0.641140759
273202931,-0.168639454,0.621381879
273202931,0.266210764,0.610913157
273202931,-0.033470246,0.578191042
273202931,-0.135127925,0.579081118
273202931,0.025518682,0.594683766
273202931,0.504934383,0.584128737
273202935,0.212910777,0.679359734
273202935,0.324836558,0.693663895
273202935,0.20353106,0.730960071
273202935,-0.259115099,0.787196159
273202935,-0.520263558,0.830564678
273204287,-0.87602863,0.539454758
273204287,0.7972086,0.508829653
273204287,-0.517468414,0.541499317
273204287,0.443554747,0.504800797
273204287,-0.016717545,0.482734829
273204291,-0.897426231,0.541481972
273204291,0.845874117,0.51074177
273204291,-0.529364705,0.534773946
273204291,0.490483367,0.501212239
273204291,-0.058762567,0.479303122
273204967,0.357086538,0.620834351
273204967,0.374339927,0.625040531
273204967,-0.660418988,0.646648824
273204967,-0.167670086,0.669178605
273204967,-0.215052832,0.881357849
273204967,0.132352098,0.930558085
273204967,-0.141046262,0.959782958
273204967,-0.140826109,1.181619406
273204967,-0.184523163,1.264796257
273204967,-0.281596721,1.369794965
273204967,-0.119525128,1.616959929
273204967,0.156013938,1.776462555
273204971,0.356055485,0.587384939
273204971,0.323504686,0.60163939
273204971,-0.606855398,0.625155866
273204971,-0.160948648,0.654155135
273204971,-0.164769128,0.798680782
273204971,0.111537101,0.862261653
273204971,-0.075651239,0.914667726
273204971,-0.116209986,1.175022721
273204971,-0.13738217,1.257735133
273204971,-0.122004137,1.490707278
273204971,-0.097116631,1.985160708
273204971,0.124372891,2.461610556
273205645,-0.297265507,1.126181483
273205645,-0.213002695,1.112049937
273205645,-0.446861879,1.081450343
273205645,0.640121158,1.280345798
273205645,-0.323945489,1.192152143
273205645,0.393850318,1.088068604
273205647,-0.181400292,0.626422226
273205647,0.091186152,0.604371905
273205651,-0.159768475,0.546799839
273205651,0.11770728,0.527552307
273205653,-0.240491475,1.038339853
273205653,-0.211481875,1.028254867
273205653,-0.208625723,1.007106423
273205653,0.79087323,1.147638321
273205653,0.012097577,1.076100588
273205653,0.316555387,1.107266188
273205653,-0.558833807,1.106334329
273205657,-0.465905879,1.038339853
273205657,-0.185092244,1.028254867
273205657,-0.497273007,1.007106423
273205657,0.647855926,1.147638321
273205657,-0.211458705,1.076100588
273205657,0.307244399,1.107266188
273206327,0.020481716,0.744258642
273206327,0.143522614,0.762892544
273206327,-0.191553926,0.781832397
273206327,-0.651511298,0.809078038
273206327,0.13967939,0.882142186
273206327,0.225192781,0.897996604
273206327,0.022296315,0.980272889
273206327,0.443610605,1.030930281
273206327,0.018683716,1.014791012
273207687,-0.260934606,0.559461057
273207687,0.163189129,0.531977832
273207687,0.196683657,0.516685545
273207687,0.177980628,0.508670688
273207687,0.263920845,0.617770672
273207687,0.079126213,0.590022504
273207687,-0.064781689,0.563965619
273207687,0.221762483,0.553365052
273207687,0.094904629,0.553791881
273207687,0.10084113,0.559352219
273207687,-0.63344093,0.553349733
273207687,-0.085096949,0.539351523
273207691,-0.274011323,0.629415751
273207691,0.209534524,0.59849602
273207691,0.179743832,0.59954983
273207691,0.232626564,0.609780967
273207691,0.28296932,0.757496297
273207691,0.158158131,0.754764915
273207691,-0.09795626,0.764953554
273207691,0.202930413,0.785824656
273207691,-0.050803184,0.786430776
273207691,0.129064321,0.811500847
273207691,-0.540956909,0.835038841
273207691,-0.230579268,0.823498189
273208367,0.078145204,0.621858537
273208367,0.065269081,0.604107141
273208367,0.054110603,0.587129593
273208367,-0.0382777,0.573108077
273208367,-0.012615989,0.637554765
273208367,-0.122457141,0.608917952
273208367,0.102853531,0.583659232
273208367,0.165371471,0.57268852
273208367,0.130389799,0.57313025
273208367,-0.11001907,0.560706794
273209047,0.056840478,0.566728055
273209047,0.090002635,0.539997399
273209047,0.09951296,0.521558702
273209047,0.399556257,0.510063469
273209047,0.366065859,0.595505595
273209047,-0.184326731,0.556934774
273209047,0.325211115,0.521982253
273209047,0.006467841,0.506175101
273209047,-0.470522909,0.479063034
273209047,-0.203840298,0.467605948
273209047,0.861230581,0.458464384
273209047,-0.223661273,0.44635728
273209051,0.044942036,0.537159681
273209051,0.220329368,0.511823654
273209051,0.086054291,0.494346976
273209051,0.426212716,0.478842884
273209051,0.41646562,0.566697538
273209051,-0.148176591,0.52999264
273209051,0.382226914,0.494073987
273209051,0.055634706,0.475335747
273209051,-0.484843214,0.449875534
273209051,-0.358311509,0.433470458
273209051,0.926343341,0.424996227
273209051,-0.232942096,0.413772941
273209727,0.150362724,0.566897631
273209727,0.290452302,0.541351378
273209727,-0.277187718,0.522866428
273209727,-0.307780982,0.51050961
273209727,-0.13302547,0.572808683
273209727,-0.040381802,0.526256442
273209727,0.140012354,0.490014613
273209727,0.128258551,0.467485875
273209731,0.086625064,0.515590429
273209731,0.256598469,0.492356241
273209731,-0.223144402,0.475544304
273209731,-0.248211595,0.464305848
273209731,0.048497453,0.539896667
273209731,0.029262604,0.496019185
273209731,0.273672414,0.459683657
273209731,0.131393613,0.438549399
273209731,0.010726559,0.421828717
273209731,-0.092969659,0.41442126
273209731,-0.040905012,0.422799647
273209731,-0.072594541,0.42018494
273211767,0.103771473,0.552820027
273211767,-0.056734359,0.532964706
273211771,-0.022985433,0.558157086
273211771,-0.080130106,0.53254205
273211775,0.002412033,0.543080628
273211775,-0.060770894,0.544726014
273211779,0.117425299,0.504835367
273211779,-0.062583602,0.486703485
273212447,-0.002381249,1.069429755
273213127,0.147065573,0.709247768
273213127,0.016472751,0.675621212
273213127,0.042124107,0.650715292
273213127,-0.074072562,0.623317778
273213127,0.027400266,0.750574231
273213127,-0.003773173,0.685661972
273213131,0.182791344,0.702553034
273213131,0.064601993,0.669243932
273213131,-0.039038843,0.644573092
273213131,-0.099533511,0.617434204
273213131,-0.005689169,0.746104956
273213131,0.001429176,0.681579173
273213807,-0.128320426,0.67855835
273213807,0.103079712,0.641823888
273213807,-0.012919048,0.615793407
273213807,-0.118276736,0.582225263
273215167,-0.893365073,1.086641312
273215167,-4.019171397,1.026047111
273217207,-0.233532803,0.808461487
273217207,-0.736592354,0.774672985
273217207,0.064029304,0.742469013
273217207,0.067349529,0.712738395
273217211,-0.219457698,0.759036839
273217211,-0.644023195,0.727313995
273217211,0.102577567,0.697078764
273217211,0.129182158,0.66916573
273219927,0.534189907,0.738573253
273219927,0.358792322,0.718137085
273219927,-1.721046521,0.757295251
273219931,0.569118349,0.722607255
273219931,0.339217989,0.694660008
273219931,-1.664119941,0.746991754
273219935,0.506721473,0.661397815
273219935,0.286256511,0.643097043
273219935,-1.550571199,0.695890665
273219939,0.523013111,0.743483245
273219939,0.34128686,0.722911179
273219939,-1.638395327,0.74696219
273220607,-0.483616563,1.080545187
273220607,-0.705229461,1.087043047
273220607,0.103924503,1.07620275
273220607,-0.250038213,1.047589898
273220607,0.040749256,1.517202735
273220607,0.347486691,1.412148118
273220607,-0.387602544,1.358166218
273220607,0.113534109,1.330968261
273220607,-0.025337785,1.25125885
273220607,-0.255046785,1.212394118
273220607,1.553663374,1.156828046
273220607,0.126333448,1.108832359
273220611,-0.646075114,0.93132925
273220611,-0.707952573,0.922761858
273220611,0.097804343,0.913559854
273220611,-0.329697208,0.88927114
273220611,0.04723246,1.3382411
273220611,0.388922935,1.24557817
273220611,-0.346904559,1.188586354
273220611,0.132508293,1.164784312
273220611,-0.099387263,1.116707325
273220611,-0.392097363,1.041952252
273220611,1.628591514,0.980962813
273220611,0.233667997,0.94294858
273228767,-0.009362823,0.915107548
273228767,0.061730572,0.886630416
273228767,-0.064171672,0.865846395
273228767,-0.139333254,0.841411114
273228767,-0.039817246,0.908748806
273228767,-0.035615512,0.838576913
273228767,-0.146379833,0.784306645
273228767,0.021550159,0.74894923
273228767,0.211193755,0.740853906
273228767,-0.28045093,0.739939213
273228767,0.046085466,0.735059798
273228767,0.130809599,0.739825428
273228771,-0.021484133,1.093530178
273228771,0.061168894,1.069049954
273228771,-0.141666983,1.103024364
273228771,-0.029264764,1.157169461
273228771,-0.099788238,1.157922029
273228771,-0.03629125,1.114452481
273228771,-0.035130524,1.068147182
273228771,-0.041210947,1.062434435
273228771,0.264136653,1.095130801
273228771,-0.179709669,1.075899959
273228771,-0.117024691,1.140698195
273228771,0.090614234,1.170473218
273228775,-0.053434031,0.835917473
273228775,0.018492172,0.809904695
273228775,-0.06121256,0.80419153
273228775,-0.073226808,0.795372367
273228775,-0.025246767,0.899634719
273228775,0.071605547,0.865678608
273228775,-0.013163016,0.817949772
273228775,0.003966091,0.809289157
273228775,0.163267894,0.834195018
273228775,-0.354539141,0.819546282
273228775,0.063032576,0.868905067
273228775,0.094715899,0.891585588
273229445,0.066858855,1.082182527
273229445,0.297408165,1.021325231
273229445,0.178724202,0.975572348
273229445,0.148437004,1.07498312
273229445,0.979088033,0.99197495
273229445,0.133072415,0.945018649
273229445,0.056592414,0.885267079
273229445,-0.015262931,0.88594991
273229445,-0.219232609,0.880481064
273229445,0.09588484,0.879624665
273229445,-0.026935672,0.874184847
273229447,0.213163817,1.146742225
273229447,0.305367884,1.120071173
273229447,0.220223991,1.099654317
273229447,0.232383554,1.071673751
273229447,0.21272464,1.029050231
273229447,-0.001367361,0.966267824
273229447,0.221406105,0.898873508
273229447,0.443333367,0.86582309
273229447,0.296734014,0.830085933
273229447,-0.03307508,0.779883564
273229447,-0.55639184,0.74309355
273229449,0.118988522,1.038990378
273229449,0.539048615,0.999514282
273229449,-0.310456264,0.954738379
273229449,0.229376076,1.001405239
273229451,0.158127175,0.986186385
273229451,0.256372769,0.963249505
273229451,0.318197019,0.945691288
273229451,0.203660166,0.921628296
273229451,0.296971558,0.949404776
273229451,0.033014503,0.891481459
273229451,0.269001792,0.825472713
273229451,0.494542058,0.795121133
273229451,0.205378831,0.76230216
273229451,0.11406036,0.711271822
273229451,-0.672041457,0.677718461
273229455,0.369600075,0.958644629
273229455,0.202442847,0.979601085
273229455,0.278593224,0.998542726
273229455,0.241262352,1.036201119
273229455,0.203529633,1.010478258
273229455,-0.02534575,0.986146986
273229455,-0.169190637,0.934497654
273230805,-0.043333619,1.041965604
273230805,-0.205981033,0.994723618
273230805,0.12444054,0.96642524
273230813,0.017240056,0.944090605
273230813,-0.174928389,0.902858913
273230813,0.124403764,0.883386075
273230817,0.123843244,0.944090605
273230817,-0.079285871,0.902858913
273230817,0.100866345,0.883386075
273240327,0.374033282,1.269423723
273240327,0.346881523,1.231678843
273240327,-0.298933443,1.256321311
273240331,0.3821041,1.073712707
273240331,0.340534871,1.033148646
273240331,-0.383148381,1.036493063
273243725,0.1315444,1.13021946
273243725,0.328960807,1.067185998
273243725,0.055375724,1.027365565
273243729,0.192856378,1.143988252
273243729,0.185429902,1.080186844
273243729,0.031412413,1.039881229
273245087,0.123062699,1.063565969
273245087,-0.021089992,1.054531217
273245087,-0.126515645,1.020285249
273250527,0.186911836,4.029230118
273250527,-0.018253476,4.125926495
273250527,-0.139996567,4.046862602
273250527,0.063181088,3.996824265
273250527,0.12977802,6.701999664
273250527,0.127206809,4.109400272
273250527,-0.524855435,3.96933794
273250527,0.009965375,3.95431447
273250527,0.109092117,3.983595133
273250527,0.149119335,4.550743103
273251328,-1.287297687,1.473277092
273251328,0.252830416,1.394642353
273260727,0.647734969,1.171101213
273260727,0.02383686,1.20443213
273260727,0.072037141,1.230165124
273260727,0.317059032,1.222780824
273260727,-0.245827554,1.364733815
273260727,0.16775507,1.366600871
273260727,-0.079441267,1.358281732
273260731,0.664252954,1.115358114
273260731,0.037977665,1.147102475
273260731,0.077622848,1.171610594
273260731,0.420569901,1.164577842
273260731,-0.309840666,1.327298641
273260731,0.076760782,1.329114556
273262767,0.214580029,0.843227446
273262767,0.332972961,0.849576175
273262767,0.149763697,0.838277459
273263445,0.11700432,1.173304081
273263445,-1.621884079,1.15234828
273263445,0.453041753,1.120129466
273263449,0.127940753,1.208974004
273263449,-1.638076795,1.187381148
273263449,0.476090197,1.154182911
273263453,0.415214731,1.223481178
273263453,-1.556858448,1.247817516
273263453,0.44617882,1.271565437
273263457,0.269617581,1.158118367
273263457,-1.6174356,1.181154609
273263457,0.574638646,1.203633904
273268207,-0.041434315,0.794278026
273268207,-0.088235106,0.777066112
273268207,-0.325666392,0.768990755
273268207,-0.172259732,0.739794672
273268207,-0.034629789,0.889373302
273268207,0.107503401,0.848819375
273268207,-0.307213319,0.796700954
273268207,0.052612916,0.793685555
273268207,-0.014652347,0.785106659
273268207,0.364485531,0.768088281
273268207,0.257623726,0.73809135
273268207,0.171655582,0.742876649
273268211,-0.223124477,0.929391623
273268211,-0.249519411,0.9217363
273268211,-0.241177666,1.172794461
273268211,-0.258714297,1.199721456
273268211,-0.275887232,1.274606943
273268211,-0.16667232,1.286068678
273268211,0.176274412,1.28448081
273268211,0.006294795,1.281681895
273268211,1.155719598,1.305354714
273268215,0.204167479,0.779105961
273268215,0.300403801,0.813547313
273268215,-0.122351301,0.838897407
273268215,-0.846254119,0.860946596
273268219,-0.078899286,0.788756728
273268219,-0.008858057,0.782259762
273268219,-0.27911401,0.806634963
273268219,-0.117221259,0.80987078
273268219,-0.035056024,0.975729465
273268219,0.10113959,0.991008997
273268219,-0.367758314,0.958852887
273268219,0.06536132,0.993792295
273268219,0.016424409,1.024376154
273268219,0.165216413,1.002171278
273268219,0.317696467,0.987205148
273268223,-0.088984741,0.788756728
273268223,0.110831532,0.782259762
273268223,-0.129101457,0.776408732
273268223,-0.020361621,0.74084872
273268223,0.108667449,0.957467377
273268223,0.301758115,0.972460926
273268223,-0.178288547,0.940906644
273268223,0.177656428,0.992836833
273268223,0.144783468,1.023391366
273268223,-0.34566408,1.001207829
273268223,-0.038906691,1.107585549
273272967,-0.476275051,0.796746075
273273647,0.526097372,1.06554687
273273647,0.463308524,1.044582248
273273647,0.054941974,1.092946053
273273647,-0.106897861,1.065353274
273273647,0.064722434,1.078253865
273273647,0.017803249,1.110321641
273273647,-0.812520415,1.110693097
273273647,0.021845697,1.149027467
273273647,-0.106621915,1.154507637
273273647,0.023608388,1.208679914
273273647,0.054993782,1.198338389
273273647,-0.225635762,1.19504869
273273651,-0.123980255,0.9652946
273273651,0.067428192,0.955871224
273273651,-0.178326062,1.028949738
273273651,-0.122532198,1.042486429
273273651,-0.015995895,1.057153821
273273651,0.103320052,1.088594079
273273651,-0.667925896,1.076458573
273273651,0.154861067,1.113611341
273273651,-0.01664483,1.118922472
273273651,0.105566384,1.144188285
273273651,0.145828253,1.13439858
273273651,-0.059931036,1.131284356
273273655,-0.105353769,0.797896743
273273655,0.199164675,0.782198191
273273655,-0.106526887,0.822273672
273273655,-0.129613033,0.807366073
273273655,0.083212203,0.902982235
273273655,0.018752559,0.948058963
273273655,-0.680602128,0.945277631
273273655,0.267014341,0.997427523
273273655,0.100070664,1.072315097
273273655,0.097709738,1.135848761
273273655,0.193404212,1.174584985
273273655,-0.201287269,1.237632036
273273659,-0.093325278,0.891396284
273273659,0.104552741,0.873858094
273273659,-0.113393502,0.918629766
273273659,-0.175348711,0.901975274
273273659,0.028836482,0.961423814
273273659,0.008085275,1.009417892
273273659,-0.713002843,1.018994212
273273659,0.136535626,1.075211048
273273659,-0.133568473,1.155938625
273273659,0.20296367,1.26102972
273273659,0.268893493,1.304034948
