pidp,eta_hat,wgt
68063251,0.232549832,1.161190748
68063251,-0.144151608,1.18921864
68063251,0.124292267,1.157813787
68063255,-0.057288144,0.972157598
68063255,0.054053264,0.95660454
68063255,0.047765964,0.949309349
68063255,-0.084669467,0.9358778
68063255,-0.871530679,1.177550673
68063255,0.302075956,1.172961831
68063255,-0.058861845,1.195244193
68063255,0.244217519,1.215137959
68063255,0.072894998,1.216075182
68063255,0.202670248,1.132640481
68063255,-0.222085191,1.269585967
68063255,0.12477755,1.282522321
68063927,0.07153568,0.965930104
68063927,0.143838616,0.922906697
68063927,0.042391578,0.92033416
68063931,0.072619017,1.181719542
68063931,0.05815557,1.141101003
68063931,0.098171384,1.13792038
68063935,0.02328003,0.956250489
68063935,0.112406063,0.923381984
68063935,-0.032517595,0.923747897
68064605,0.034481062,1.628412724
68064605,0.097820936,1.54618144
68064605,-0.339038783,1.501078963
68064605,-0.190303338,1.222127318
68064605,-0.12068097,1.151747465
68064605,0.206566232,1.103586435
68064605,-0.126628038,1.060752869
68064605,-0.027897416,0.988583863
68064605,0.052040402,0.941756487
68064605,-0.170100194,0.900564313
68064605,0.12675121,0.876782238
68064609,0.08158919,1.62842381
68064609,0.121319551,1.559466124
68064609,-0.322607584,1.513976097
68064609,-0.170384837,1.187600136
68064609,-0.103823386,1.119208574
68064609,0.181066158,1.064393759
68064609,-0.069401644,1.023081541
68064609,-0.071267871,0.953475475
68064609,0.007837099,0.900067091
68064609,-0.123614608,0.860698402
68064609,0.100814742,0.837969124
68065287,-0.058433401,1.274260283
68065287,-0.061611414,1.212054133
68065287,0.093464875,1.182328224
68065287,0.21097194,1.152244091
68065291,-0.225956421,1.386920214
68065291,0.067525594,1.319214344
68065291,0.025193492,1.286860228
68065291,0.250530422,1.254116297
68065307,-0.017139337,1.326682687
68065307,0.123110523,1.305240512
68065307,0.026428904,1.318076849
68065307,0.168791365,1.367785811
68065967,0.275086746,1.085561395
68065967,-0.296160934,1.086809993
68065967,-0.365976035,1.073929787
68065967,0.130224133,1.05798161
68065967,0.0514385,1.230113864
68065967,0.026544067,1.17081666
68065971,0.172867305,1.260029316
68065971,-0.258661396,1.261478662
68065971,-0.410456804,1.266377091
68065971,0.171708362,1.261533141
68065971,0.11502612,1.537951589
68065971,0.034030371,1.570186853
68066647,0.009882021,1.366782904
68066647,-0.285839322,1.407153368
68066647,0.007499411,1.44799459
68066647,0.377548775,1.520713449
68066647,-0.031413071,1.911596656
68066647,-0.523992257,2.155010462
68066651,-0.076049249,1.648617148
68066651,-0.202420993,1.731506824
68066651,0.032760548,1.781762123
68066651,0.375263796,1.871242762
68066651,-0.068641528,2.327278614
68066651,-0.536940777,2.62362361
68066655,0.002968707,1.085024595
68066655,-0.080053207,1.080515981
68066655,0.036354128,1.092298627
68066655,0.345662005,1.103594065
68066655,0.01259675,1.428425789
68066655,-0.533411018,1.499732494
68068007,-0.076389116,1.26233542
68068007,0.014650509,1.214887977
68068007,0.003445003,1.192742825
68068007,-0.086128098,1.161198497
68068007,0.098730728,1.366964936
68068007,0.078361963,1.283566236
68068007,0.017028013,1.231105328
68068007,0.112631848,1.173554659
68068007,0.158163364,1.110695958
68068007,0.089463674,1.046602249
