pidp,alpha_sim,wgt_indiv
68340075,.064678356,1.552655220031738
68341371,-.016675709,1.25788414478302
68346127,-.01656865,1.295628428459167
68347487,-.0056506512,1.0992751121521
68347491,-.042363461,1.008975982666016
68347495,-.041866094,1.5502108335495
68347503,-.050679214,1.654812097549438
68348165,-.19013169,.7752864956855774
68348169,-.16665605,.8355385661125183
68348847,-.43703312,.9172461628913879
68348851,-.2684103,1.400219440460205
68348855,-.00609075,1.162605285644531
68351567,-.10795671,.7013536095619202
68351571,-.11007847,.7507907152175903
68351575,-.079407319,.8591108322143555
68351579,-.06427516,.85063236951828
68352927,-.036702525,.8716489672660828
68352931,-.055348288,.9790055751800537
68358367,.049688026,1.229609727859497
68360407,-.019653963,1.493187546730042
68361767,-.14730285,1.136666655540466
68361771,-.13079543,.9865744709968567
68363807,-.0040638302,2.05168604850769
68364487,.085112616,.7459125518798828
68364491,.082881868,.769041895866394
68364495,.11570556,.8799238801002502
68366527,-.068360798,.9998307824134827
68366531,-.067501903,1.073841094970703
68366535,-.010328191,1.188609004020691
68367205,.095029213,.8206484317779541
68367209,.089360856,.811271071434021
68367213,.031543076,2.327601432800293
68367887,-.17078488,.3316090106964111
68367891,-.1546212,.3148548007011414
68367895,-.12927765,.3597623407840729
68367899,-.11980429,.3446698486804962
68367903,-.13676567,.3388273119926453
68369247,.014770918,1.433959245681763
68372647,.060413513,.525238573551178
68372651,.017618258,1.035313963890076
68376047,-.10093646,.1529896855354309
68376051,-.10852592,.1481969207525253
68376059,-.10035921,.1685519814491272
68378087,-.074414097,.1570318639278412
68378091,-.089029916,.1447741091251373
68378095,-.099249579,.2535856366157532
68378099,-.10968383,.202833816409111
68378103,-.10820645,.2072177976369858
68378107,-.10173427,.1718851178884506
68378111,-.10838792,.2209998518228531
68378115,-.067027807,.2185880392789841
68378119,-.070519909,.182958260178566
68378767,.01311873,.4713229537010193
68378771,.014249186,.4563946425914764
68378775,.0091684181,.4847034215927124
68378779,.015303772,.4423385858535767
68378783,.018216282,.4544938504695892
68382845,.180935,1.225903391838074
68382849,.14111009,1.319096207618713
68383525,.016639637,1.183102965354919
68383529,.029506333,1.260678052902222
68384207,.11176621,1.036826014518738
68384211,.12687173,1.148655533790588
68388287,-.036931608,1.091953277587891
68388291,-.0024940439,1.169838309288025
68388295,.00018201511,.9712930917739868
68388967,-.031330772,1.151388764381409
68390327,.012807943,.9340770840644836
68390331,.0097054886,.8688212037086487
68391007,-.064030625,.9611945152282715
68391015,-.035660211,1.395453333854675
68395767,.06802243,.7003639936447144
68395771,.072399296,.6819822192192078
68395775,.18488652,.932355523109436
68397127,.084202819,.9370508790016174
68397131,.082361743,1.097726702690125
68397135,.09546373,.9592096209526062
68397139,.09786763,.9592096209526062
68400527,.056299642,1.90487015247345
68401207,-.019314054,1.012587308883667
68401211,-.024123158,1.019077181816101
68401336,.026894975,2.353323221206665
68408007,-.16196074,1.332989931106567
68408162,-.1199441,1.836733818054199
68409367,.0066749658,.933920681476593
68409371,.0096151,1.041709423065186
68409375,.017373562,.9509059190750122
68409379,.011432162,.9304594397544861
68411407,.16027662,.8438372611999512
68411411,.028772565,1.030368447303772
68412087,-.055426493,1.447478294372559
68412091,-.048380032,1.258257389068604
68412095,-.077246234,2.114388942718506
68414127,.0072677997,1.373751044273376
68414131,.01539241,1.299900412559509
68416847,.049895644,.7635687589645386
68418207,.030488057,.9792250394821167
68420247,-.0018984894,.8653355240821838
68420251,-.054971818,.9149893522262573
68420255,-.063843004,1.457117915153503
68423647,.0081819706,1.291844367980957
68423651,.020052752,1.225254416465759
68423655,.023339396,1.226532220840454
68424327,.17637804,1.162443280220032
68424331,.17299595,1.063892722129822
68427045,-.023393618,1.549125909805298
68427047,-.2809878,.6958107352256775
68427051,-.0031096952,1.195608973503113
68427055,-.21598934,.8378525972366333
68427059,-.20778395,.8378525972366333
68429085,.0085858619,.9208117127418518
68429089,.01851573,.8876121044158936
68431127,-.015369169,.9178379774093628
68431131,.022040937,.9607951641082764
68431135,.018338418,.8928130865097046
68431807,-.046806507,.8765513300895691
68431811,-.037810672,.8301366567611694
68433165,.029818026,1.034806609153748
68433169,.028408883,1.006109952926636
68435887,.086970516,.4440909922122955
68435891,-.01740001,.4878508746623993
68436567,.0098765325,2.207494497299194
68438607,.16235934,.6844305396080017
68438611,.15659717,.6460849642753601
68439287,-.099195823,.7672193050384521
68439291,-.1089984,.7886503934860229
68439295,-.035577398,.9340695738792419
68439299,-.066668041,.895429253578186
68439965,-.0252192,1.64605975151062
68441325,-.0087563256,1.622372269630432
68444731,-.073940739,3.158453941345215
68449487,.028224966,1.422197818756104
68449491,.0091104377,1.30178701877594
68450167,-.075539172,2.249437093734741
68453567,-.040845901,1.426217555999756
68453571,-.040373217,1.090265274047852
68454927,-.0025277422,1.2589430809021
68454931,-.031165622,1.198280692100525
68455607,.016870555,1.189119219779968
68455611,-.035649385,1.370667815208435
68455615,-.0029307287,1.743392825126648
68456287,.062018838,1.065127015113831
68456291,.021362713,1.016898274421692
68460367,-.052628104,1.378167986869812
68460371,-.04257971,1.362645864486694
68461047,-.1083684,1.990741014480591
68464447,-.036602579,.2035366743803024
68465807,.097928025,.8737946748733521
68465811,.11870773,.9334830641746521
68469298,-.016004473,1.402637004852295
68469887,.018787242,1.464645028114319
68469891,.032501332,1.528489589691162
68469895,.0089773303,1.616430878639221
68469899,.01585529,1.56441855430603
68471247,.063732214,1.065704345703125
68473967,.10366134,1.282790541648865
